WP_038493726.1,-,0038400,88946,6.7e-21,71.7,0.5,6.7e-21,71.7,0.5,1.6,2,0,0,2,2,2,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_080863981.1,-,0038400,88946,5.4e-20,68.8,0.3,1.1e-19,67.9,0.3,1.5,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_025594844.1,-,0038400,88946,4e-18,62.9,0.6,8.8e-18,61.8,0.6,1.6,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_004431393.1,-,0038400,88946,8.8e-18,61.8,0.2,4.8e-17,59.5,0.1,2.1,2,0,0,2,2,2,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_004432061.1,-,0038400,88946,1.5e-16,57.9,0.1,2.3e-16,57.4,0.1,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_038497025.1,-,0038400,88946,2.3e-16,57.3,0.5,4.5e-16,56.4,0.5,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Agrobacterium tumefaciens complex]
WP_038490951.1,-,0038400,88946,1.8e-15,54.5,0.4,3.5e-15,53.6,0.4,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_003513560.1,-,0038400,88946,4.5e-15,53.3,1.8,7.9e-15,52.5,1.8,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_003511036.1,-,0038400,88946,1.5e-13,48.4,0.0,2.7e-13,47.7,0.0,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_003518695.1,-,0038400,88946,1e-12,45.8,0.2,2.1e-12,44.8,0.2,1.5,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_003513086.1,-,0038400,88946,6e-12,43.4,0.1,1.1e-11,42.6,0.1,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_038497316.1,-,0038400,88946,1.5e-10,39.0,0.4,2.6e-10,38.3,0.4,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group]
WP_000824008.1,-,0038400,88946,1e-18,64.8,0.6,1.8e-18,64.0,0.6,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacillus]
WP_000438330.1,-,0038400,88946,1.2e-17,61.4,0.1,1.8e-17,60.8,0.1,1.3,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacillus]
WP_000864729.1,-,0038400,88946,1.8e-16,57.7,0.1,1.5e-15,54.7,0.0,2.0,2,0,0,2,2,2,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacillus]
WP_000391642.1,-,0038400,88946,2.6e-16,57.2,0.1,5.2e-16,56.2,0.1,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacillus]
WP_000869257.1,-,0038400,88946,3.9e-16,56.6,0.1,8.2e-16,55.6,0.1,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacillus]
WP_000675556.1,-,0038400,88946,4.4e-15,53.3,0.1,1.1e-14,52.0,0.0,1.7,2,0,0,2,2,2,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacillus]
WP_071740389.1,-,0038400,88946,1.4e-14,51.7,0.3,2.7e-14,50.8,0.3,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacillus]
WP_000447162.1,-,0038400,88946,2.2e-14,51.1,0.0,3.9e-14,50.3,0.0,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacillus]
WP_000840007.1,-,0038400,88946,1.6e-09,35.8,0.0,2.8e-09,35.0,0.0,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacillus]
WP_000337509.1,-,0038400,88946,3.4e-09,34.7,0.1,6.1e-09,33.9,0.1,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase subunit sigma-70 [Bacillus]
WP_000387193.1,-,0038400,88946,5.3e-08,31.0,0.0,1.1e-07,29.9,0.0,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sporulation sigma factor SigH [Bacillus]
WP_002164611.1,-,0038400,88946,1.4e-05,23.3,0.0,2.8e-05,22.4,0.0,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigB [Bacillus]
WP_003234958.1,-,0038400,88946,1.6e-24,82.9,0.4,2.4e-24,82.3,0.4,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigW [Bacillus]
WP_003245485.1,-,0038400,88946,4.7e-20,68.8,1.7,1.2e-19,67.5,1.7,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor YlaC [Bacillus]
WP_003243678.1,-,0038400,88946,5.1e-19,65.5,0.0,9.3e-19,64.7,0.0,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigY [Bacilli]
WP_003224177.1,-,0038400,88946,7.7e-19,64.9,0.7,2.1e-18,63.5,0.7,1.7,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigM [Bacillus]
WP_003230521.1,-,0038400,88946,2.3e-18,63.4,0.8,4.2e-18,62.6,0.8,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigX [Bacteria]
WP_004398891.1,-,0038400,88946,1.7e-13,48.1,0.1,3.3e-13,47.1,0.1,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigV [Bacillus]
WP_004398507.1,-,0038400,88946,8.6e-13,45.8,0.3,1.5e-12,45.1,0.3,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigZ [Bacillus]
WP_003225758.1,-,0038400,88946,2.3e-08,31.9,0.0,4.3e-08,31.0,0.0,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sporulation sigma factor SigH [Bacillus]
WP_008764719.1,-,0038400,88946,2.5e-21,72.9,0.3,4.1e-21,72.2,0.3,1.3,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008760363.1,-,0038400,88946,3.7e-21,72.4,0.9,9e-21,71.1,0.2,2.0,2,0,0,2,2,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacteroides]
WP_008761066.1,-,0038400,88946,5.5e-20,68.7,0.5,9.1e-20,68.0,0.5,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacteria]
WP_008766239.1,-,0038400,88946,7.8e-20,68.2,0.4,1.9e-19,66.9,0.4,1.7,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_008767733.1,-,0038400,88946,2e-19,66.9,0.1,3.2e-19,66.3,0.1,1.3,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008760019.1,-,0038400,88946,1.1e-18,64.6,0.9,2.4e-18,63.5,0.6,1.7,2,0,0,2,2,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacteroides]
WP_011108581.1,-,0038400,88946,2.9e-17,60.1,0.1,4.4e-17,59.5,0.1,1.3,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
WP_004308114.1,-,0038400,88946,3.7e-17,59.7,0.0,5.9e-17,59.1,0.0,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacteroidales]
WP_008767907.1,-,0038400,88946,4.1e-17,59.6,0.0,6.8e-17,58.9,0.0,1.3,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
WP_008766766.1,-,0038400,88946,6.4e-17,59.0,0.0,1.2e-16,58.1,0.0,1.5,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
WP_011108700.1,-,0038400,88946,1.9e-16,57.5,0.1,3.5e-16,56.7,0.1,1.5,1,0,0,1,1,1,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008766202.1,-,0038400,88946,2.7e-16,57.0,0.4,6.1e-16,55.9,0.1,1.7,2,1,0,2,2,1,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008760422.1,-,0038400,88946,3.2e-16,56.8,0.1,5.5e-16,56.0,0.1,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacteroides]
WP_062695819.1,-,0038400,88946,3.8e-16,56.6,0.0,5.8e-16,56.0,0.0,1.3,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_011108357.1,-,0038400,88946,3.8e-16,56.5,0.0,5.9e-16,55.9,0.0,1.3,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008763441.1,-,0038400,88946,1.2e-15,54.9,0.0,1.8e-15,54.4,0.0,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacteroides]
WP_008763658.1,-,0038400,88946,1.6e-15,54.6,0.2,2.8e-15,53.8,0.2,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacteroides]
WP_008762155.1,-,0038400,88946,1.7e-15,54.5,0.1,3.9e-15,53.4,0.1,1.6,2,0,0,2,2,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacteroides]
WP_008761748.1,-,0038400,88946,2.1e-15,54.2,0.0,4.3e-15,53.2,0.0,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteria]
WP_016268625.1,-,0038400,88946,3.8e-15,53.4,0.3,7.2e-15,52.5,0.3,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacteroides]
WP_062695099.1,-,0038400,88946,3.9e-15,53.4,0.0,5.9e-15,52.8,0.0,1.3,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
WP_011108735.1,-,0038400,88946,5.6e-15,52.9,0.3,1.4e-14,51.6,0.1,1.8,2,0,0,2,2,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_005682267.1,-,0038400,88946,6e-15,52.8,0.1,1.1e-14,52.0,0.1,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_008760954.1,-,0038400,88946,6e-15,52.8,0.3,9.7e-15,52.1,0.3,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_008760619.1,-,0038400,88946,6.9e-15,52.6,0.2,1.7e-14,51.4,0.2,1.7,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacteroides]
WP_008766886.1,-,0038400,88946,7.1e-15,52.5,0.1,1.2e-14,51.8,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
WP_008764449.1,-,0038400,88946,1.1e-14,51.9,0.1,1.8e-14,51.3,0.1,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_008767954.1,-,0038400,88946,2.9e-14,50.6,0.1,4.4e-14,50.1,0.1,1.3,1,0,0,1,1,1,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008763624.1,-,0038400,88946,3.9e-14,50.2,0.0,7.6e-14,49.3,0.0,1.4,1,0,0,1,1,1,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008766891.1,-,0038400,88946,1.3e-13,48.5,0.1,6.5e-13,46.4,0.0,2.0,2,0,0,2,2,2,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008765839.1,-,0038400,88946,1.6e-13,48.2,0.1,3.6e-13,47.2,0.1,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_008764987.1,-,0038400,88946,2.5e-13,47.7,0.0,4.6e-13,46.8,0.0,1.4,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
WP_016269926.1,-,0038400,88946,2.8e-13,47.5,0.1,6.2e-13,46.4,0.1,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_011109055.1,-,0038400,88946,3.2e-13,47.3,0.2,6.8e-13,46.3,0.2,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
WP_008762480.1,-,0038400,88946,3.2e-13,47.3,0.0,5.8e-13,46.5,0.0,1.5,1,0,0,1,1,1,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008763979.1,-,0038400,88946,3.2e-13,47.3,0.2,5.8e-13,46.5,0.2,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_008765767.1,-,0038400,88946,3.4e-13,47.2,0.0,7.4e-13,46.2,0.0,1.6,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacteroides]
WP_008766735.1,-,0038400,88946,6.2e-13,46.4,1.6,1.3e-12,45.5,1.6,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_008762876.1,-,0038400,88946,1.1e-12,45.6,0.5,2e-12,44.8,0.5,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma-70 factor [Bacteroides]
WP_008764619.1,-,0038400,88946,2.9e-12,44.3,0.0,5.1e-12,43.5,0.0,1.4,1,0,0,1,1,1,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008764520.1,-,0038400,88946,3e-12,44.3,0.1,7.7e-12,43.0,0.1,1.7,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
WP_048697630.1,-,0038400,88946,3.9e-12,43.9,0.0,8.2e-12,42.9,0.0,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacteroides]
WP_011108473.1,-,0038400,88946,6.6e-12,43.2,0.0,1.2e-11,42.3,0.0,1.5,1,0,0,1,1,1,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_008767805.1,-,0038400,88946,6.6e-12,43.2,0.1,9.9e-11,39.5,0.0,2.4,2,1,0,2,2,2,1,sigma-70 family RNA polymerase sigma factor [Bacteroides thetaiotaomicron]
WP_062694661.1,-,0038400,88946,5.3e-11,40.3,0.3,1.2e-10,39.3,0.3,1.5,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacteroides thetaiotaomicron]
